StarRating,Review,Keywords,Sentiment,Sentiment_Score
1,beware started showing ad push notification separate notification channel ad way disable ad disable notification app even useful shipping delivery notification total abuse customer attention,"['beware', 'started', 'showing', 'ad', 'push', 'notification', 'separate', 'notification', 'channel', 'ad', 'way', 'disable', 'ad', 'disable', 'notification', 'app', 'even', 'useful', 'shipping', 'delivery', 'notification', 'total', 'abuse', 'customer', 'attention']",Postive,0.15
1,awful feel like amazon helped someone scam orderd item later checkong order see would come replaced wuth random item tried fix issue could cancel order item replaced order arnt even avaiable item ive spent forever tryong reach person explain issue customer service give select option thing say none issue,"['awful', 'feel', 'like', 'amazon', 'helped', 'someone', 'scam', 'orderd', 'item', 'later', 'checkong', 'order', 'see', 'would', 'come', 'replaced', 'wuth', 'random', 'item', 'tried', 'fix', 'issue', 'could', 'cancel', 'order', 'item', 'replaced', 'order', 'arnt', 'even', 'avaiable', 'item', 'ive', 'spent', 'forever', 'tryong', 'reach', 'person', 'explain', 'issue', 'customer', 'service', 'give', 'select', 'option', 'thing', 'say', 'none', 'issue']",Negative,-0.4
1,hard imagine worse app brutally slow point take second load new picture changed color user video play removing swipe left destroyed usablility google could done worse,"['hard', 'imagine', 'worse', 'app', 'brutally', 'slow', 'point', 'take', 'second', 'load', 'new', 'picture', 'changed', 'color', 'user', 'video', 'play', 'removing', 'swipe', 'left', 'destroyed', 'usablility', 'google', 'could', 'done', 'worse']",Negative,-0.17932900432900434
1,went fastest shipping app unreliable service unreliable shipping time half item worth price false advertisement item cannot even get day shipping anymore best get night one fifth item actually arrive time ownerfounder reached billionaire status company service go hell really really beginning hate company lack purchase show,"['went', 'fastest', 'shipping', 'app', 'unreliable', 'service', 'unreliable', 'shipping', 'time', 'half', 'item', 'worth', 'price', 'false', 'advertisement', 'item', 'cannot', 'even', 'get', 'day', 'shipping', 'anymore', 'best', 'get', 'night', 'one', 'fifth', 'item', 'actually', 'arrive', 'time', 'ownerfounder', 'reached', 'billionaire', 'status', 'company', 'service', 'go', 'hell', 'really', 'really', 'beginning', 'hate', 'company', 'lack', 'purchase', 'show']",Postive,0.019047619047619042
1,app continues get bloated unresponsive fill page garbage hardly usable anymore actually started crashing app give problem close,"['app', 'continues', 'get', 'bloated', 'unresponsive', 'fill', 'page', 'garbage', 'hardly', 'usable', 'anymore', 'actually', 'started', 'crashing', 'app', 'give', 'problem', 'close']",Negative,-0.14583333333333334
1,let u face app buggy slow ui awful time misleading search filter broken shipping price expected delivery time gone precise forecast guess full screen ad,"['let', 'u', 'face', 'app', 'buggy', 'slow', 'ui', 'awful', 'time', 'misleading', 'search', 'filter', 'broken', 'shipping', 'price', 'expected', 'delivery', 'time', 'gone', 'precise', 'forecast', 'guess', 'full', 'screen', 'ad']",Negative,-0.17500000000000004
1,prime customer long two word dark mode need new ui like prime video app junk notification turned certain thing still receive anyway amazon suck use ebay instead,"['prime', 'customer', 'long', 'two', 'word', 'dark', 'mode', 'need', 'new', 'ui', 'like', 'prime', 'video', 'app', 'junk', 'notification', 'turned', 'certain', 'thing', 'still', 'receive', 'anyway', 'amazon', 'suck', 'use', 'ebay', 'instead']",Postive,0.037662337662337654
2,amazon fallen tired paying prime day delivery yet package always late call customer service always excuse running behind want offer credit want credit want hire reliable people stand behind one two day prime delivery come amazon get together,"['amazon', 'fallen', 'tired', 'paying', 'prime', 'day', 'delivery', 'yet', 'package', 'always', 'late', 'call', 'customer', 'service', 'always', 'excuse', 'running', 'behind', 'want', 'offer', 'credit', 'want', 'credit', 'want', 'hire', 'reliable', 'people', 'stand', 'behind', 'one', 'two', 'day', 'prime', 'delivery', 'come', 'amazon', 'get', 'together']",Negative,-0.30999999999999994
3,reason get star delivery people always know follow instruction especially one wildwood mo understand live 3rd floor placing place like safe place tell delivered cannot find package anywhere okay please take time actually job correctly,"['reason', 'get', 'star', 'delivery', 'people', 'always', 'know', 'follow', 'instruction', 'especially', 'one', 'wildwood', 'mo', 'understand', 'live', '3rd', 'floor', 'placing', 'place', 'like', 'safe', 'place', 'tell', 'delivered', 'cannot', 'find', 'package', 'anywhere', 'okay', 'please', 'take', 'time', 'actually', 'job', 'correctly']",Postive,0.18939393939393936
1,sadly amazon shipping slow unreliable vendor use usps fedex ups better delivery result vendor use amazon shipping service rarely take le day prime prime even offered amazon shipped item cancel several order delayed lost item cancel another order delay shipping saturday item sitting amazon processing center day later reshipped yet,"['sadly', 'amazon', 'shipping', 'slow', 'unreliable', 'vendor', 'use', 'usps', 'fedex', 'ups', 'better', 'delivery', 'result', 'vendor', 'use', 'amazon', 'shipping', 'service', 'rarely', 'take', 'le', 'day', 'prime', 'prime', 'even', 'offered', 'amazon', 'shipped', 'item', 'cancel', 'several', 'order', 'delayed', 'lost', 'item', 'cancel', 'another', 'order', 'delay', 'shipping', 'saturday', 'item', 'sitting', 'amazon', 'processing', 'center', 'day', 'later', 'reshipped', 'yet']",Negative,-0.014285714285714294
1,cannot stand constantly see video ad ring movie bad enough open every time app open play looking something else app,"['cannot', 'stand', 'constantly', 'see', 'video', 'ad', 'ring', 'movie', 'bad', 'enough', 'open', 'every', 'time', 'app', 'open', 'play', 'looking', 'something', 'else', 'app']",Negative,-0.13999999999999996
1,amazon lost customer stop updating app push worthless product say inspired never looked b stuff offer suggestion scrolled far used going back ebay gladly start spending extra shop else,"['amazon', 'lost', 'customer', 'stop', 'updating', 'app', 'push', 'worthless', 'product', 'say', 'inspired', 'never', 'looked', 'b', 'stuff', 'offer', 'suggestion', 'scrolled', 'far', 'used', 'going', 'back', 'ebay', 'gladly', 'start', 'spending', 'extra', 'shop', 'else']",Negative,-0.040000000000000015
1,dark mode android dark mode s22 ultra app stay light plus search function le useless half time cannot refine search specific item search function totally useless amazon promote item make regardless search criterion one amazon hard sell nothing,"['dark', 'mode', 'android', 'dark', 'mode', 's22', 'ultra', 'app', 'stay', 'light', 'plus', 'search', 'function', 'le', 'useless', 'half', 'time', 'cannot', 'refine', 'search', 'specific', 'item', 'search', 'function', 'totally', 'useless', 'amazon', 'promote', 'item', 'make', 'regardless', 'search', 'criterion', 'one', 'amazon', 'hard', 'sell', 'nothing']",Negative,-0.16979166666666667
1,get rid date added friend gift list used function shop family birthday holiday year without date added useless imo trust current find something else also please provide way give feedback like without leaving one star review customer service great attached order nothing else hope catch someone attention,"['get', 'rid', 'date', 'added', 'friend', 'gift', 'list', 'used', 'function', 'shop', 'family', 'birthday', 'holiday', 'year', 'without', 'date', 'added', 'useless', 'imo', 'trust', 'current', 'find', 'something', 'else', 'also', 'please', 'provide', 'way', 'give', 'feedback', 'like', 'without', 'leaving', 'one', 'star', 'review', 'customer', 'service', 'great', 'attached', 'order', 'nothing', 'else', 'hope', 'catch', 'someone', 'attention']",Postive,0.10000000000000002
2,update made app slow freeze often update worse june update october update even worse 😣 buggy many way well please stop fixing good thing love app work eta past week package delivered address neighborhood instance month ago thank god honest neighbor year amazon delivery happend one time,"['update', 'made', 'app', 'slow', 'freeze', 'often', 'update', 'worse', 'june', 'update', 'october', 'update', 'even', 'worse', '😣', 'buggy', 'many', 'way', 'well', 'please', 'stop', 'fixing', 'good', 'thing', 'love', 'app', 'work', 'eta', 'past', 'week', 'package', 'delivered', 'address', 'neighborhood', 'instance', 'month', 'ago', 'thank', 'god', 'honest', 'neighbor', 'year', 'amazon', 'delivery', 'happend', 'one', 'time']",Postive,0.11874999999999998
2,several time past week order page load look like refreshing ultimately nothing load resolve day issue return doublechecking internet connection restarting phone help,"['several', 'time', 'past', 'week', 'order', 'page', 'load', 'look', 'like', 'refreshing', 'ultimately', 'nothing', 'load', 'resolve', 'day', 'issue', 'return', 'doublechecking', 'internet', 'connection', 'restarting', 'phone', 'help']",Postive,0.0625
3,constantly uninstall reinstall app update install correctly turned autoupdate update app stop functioning issue constantly repeat update app new update kind failure loading update app malfunction uninstall reinstall app might well update uninstall reinstall whenever update available irritating,"['constantly', 'uninstall', 'reinstall', 'app', 'update', 'install', 'correctly', 'turned', 'autoupdate', 'update', 'app', 'stop', 'functioning', 'issue', 'constantly', 'repeat', 'update', 'app', 'new', 'update', 'kind', 'failure', 'loading', 'update', 'app', 'malfunction', 'uninstall', 'reinstall', 'app', 'might', 'well', 'update', 'uninstall', 'reinstall', 'whenever', 'update', 'available', 'irritating']",Postive,0.05995670995670994
1,absolutely disgusted repeated failure amazon deliver package promised pay amazon prime buy amazon prime constantly package go missing reported delivered left safe place package delivered wrong address absolutely unacceptable pay guaranteed delivery,"['absolutely', 'disgusted', 'repeated', 'failure', 'amazon', 'deliver', 'package', 'promised', 'pay', 'amazon', 'prime', 'buy', 'amazon', 'prime', 'constantly', 'package', 'go', 'missing', 'reported', 'delivered', 'left', 'safe', 'place', 'package', 'delivered', 'wrong', 'address', 'absolutely', 'unacceptable', 'pay', 'guaranteed', 'delivery']",Negative,-0.16458333333333333
1,preferred payment method zip previously able select app suddenly zip logged website zip available glitch fixed app useful search might well website since cannot checkout app,"['preferred', 'payment', 'method', 'zip', 'previously', 'able', 'select', 'app', 'suddenly', 'zip', 'logged', 'website', 'zip', 'available', 'glitch', 'fixed', 'app', 'useful', 'search', 'might', 'well', 'website', 'since', 'cannot', 'checkout', 'app']",Postive,0.26
1,one star delivery chaos getting worse make sense amazon day delivery cannot apply item item insist arriving one day convenient stuff ready fastest delivery prime delivery priority delivery amazon day delivery one order disorganised inefficient waste time fuel 1pm delivery split order thought amazon supposed convenient,"['one', 'star', 'delivery', 'chaos', 'getting', 'worse', 'make', 'sense', 'amazon', 'day', 'delivery', 'cannot', 'apply', 'item', 'item', 'insist', 'arriving', 'one', 'day', 'convenient', 'stuff', 'ready', 'fastest', 'delivery', 'prime', 'delivery', 'priority', 'delivery', 'amazon', 'day', 'delivery', 'one', 'order', 'disorganised', 'inefficient', 'waste', 'time', 'fuel', '1pm', 'delivery', 'split', 'order', 'thought', 'amazon', 'supposed', 'convenient']",Negative,-0.13333333333333333
1,recommend amazon international shipping product defective pay fee return item shipping import fee back usa thing glad manage close account force use amazon anymore,"['recommend', 'amazon', 'international', 'shipping', 'product', 'defective', 'pay', 'fee', 'return', 'item', 'shipping', 'import', 'fee', 'back', 'usa', 'thing', 'glad', 'manage', 'close', 'account', 'force', 'use', 'amazon', 'anymore']",Postive,0.16666666666666666
1,started showing unskippable full screen ad lord ring usually app ok recently started continuously showing full screen unskippable ad type behavior suitable low grade rubbish site service pay,"['started', 'showing', 'unskippable', 'full', 'screen', 'ad', 'lord', 'ring', 'usually', 'app', 'ok', 'recently', 'started', 'continuously', 'showing', 'full', 'screen', 'unskippable', 'ad', 'type', 'behavior', 'suitable', 'low', 'grade', 'rubbish', 'site', 'service', 'pay']",Postive,0.21428571428571427
1,horrible always issue delivery nobody helped app horrible never buy buy prime trick thinking priority wait time item like regular delivery customer servive useless,"['horrible', 'always', 'issue', 'delivery', 'nobody', 'helped', 'app', 'horrible', 'never', 'buy', 'buy', 'prime', 'trick', 'thinking', 'priority', 'wait', 'time', 'item', 'like', 'regular', 'delivery', 'customer', 'servive', 'useless']",Negative,-0.625
1,get rid automatically playing full screen ring power ad shopping app keep video movie stuff separated full screen non excitable several second absolutely rediculous,"['get', 'rid', 'automatically', 'playing', 'full', 'screen', 'ring', 'power', 'ad', 'shopping', 'app', 'keep', 'video', 'movie', 'stuff', 'separated', 'full', 'screen', 'non', 'excitable', 'several', 'second', 'absolutely', 'rediculous']",Postive,0.18
3,mostly pretty good past couple time ordered something never showed never able get money back either still like shopping amazon like pay something never get item seems happening lot,"['mostly', 'pretty', 'good', 'past', 'couple', 'time', 'ordered', 'something', 'never', 'showed', 'never', 'able', 'get', 'money', 'back', 'either', 'still', 'like', 'shopping', 'amazon', 'like', 'pay', 'something', 'never', 'get', 'item', 'seems', 'happening', 'lot']",Postive,0.09
1,absolutely disappointed app cannot find thing want constantly give message trouble amazon server load much much slower compared previous app please fix,"['absolutely', 'disappointed', 'app', 'cannot', 'find', 'thing', 'want', 'constantly', 'give', 'message', 'trouble', 'amazon', 'server', 'load', 'much', 'much', 'slower', 'compared', 'previous', 'app', 'please', 'fix']",Negative,-0.18333333333333332
1,downloaded app need notification delivery rescue package get stolen app really bad sending delivery notification get one maybe please fix essential feature,"['downloaded', 'app', 'need', 'notification', 'delivery', 'rescue', 'package', 'get', 'stolen', 'app', 'really', 'bad', 'sending', 'delivery', 'notification', 'get', 'one', 'maybe', 'please', 'fix', 'essential', 'feature']",Negative,-0.3499999999999999
1,edit change cant find order irritatingwhy change previous version much easier navigate one clunky instead easy transition turned upside terrible,"['edit', 'change', 'cant', 'find', 'order', 'irritatingwhy', 'change', 'previous', 'version', 'much', 'easier', 'navigate', 'one', 'clunky', 'instead', 'easy', 'transition', 'turned', 'upside', 'terrible']",Negative,-0.13333333333333333
1,god awful experience using app trying pickup drop box wow honestly think killed amazon painful long process yeah done ready whatever amazon horrible enough space express long painful using app honestly could gotten everything done needed easier wrote letter seller wow ever charge app development need fired,"['god', 'awful', 'experience', 'using', 'app', 'trying', 'pickup', 'drop', 'box', 'wow', 'honestly', 'think', 'killed', 'amazon', 'painful', 'long', 'process', 'yeah', 'done', 'ready', 'whatever', 'amazon', 'horrible', 'enough', 'space', 'express', 'long', 'painful', 'using', 'app', 'honestly', 'could', 'gotten', 'everything', 'done', 'needed', 'easier', 'wrote', 'letter', 'seller', 'wow', 'ever', 'charge', 'app', 'development', 'need', 'fired']",Negative,-0.16153846153846152
2,buy button gone little ridiculous add everything cart purchase several reason purchase item individually without go cart aggravating least,"['buy', 'button', 'gone', 'little', 'ridiculous', 'add', 'everything', 'cart', 'purchase', 'several', 'reason', 'purchase', 'item', 'individually', 'without', 'go', 'cart', 'aggravating', 'least']",Negative,-0.16416666666666666
1,suck hate new payment process take money shipsso stupid place order want fund removed time order ship bank must preauthorize exact amount prior transaction processed process later order cancel everytime instant transaction delayed way split transaction amount based shipment dumb going back ebay,"['suck', 'hate', 'new', 'payment', 'process', 'take', 'money', 'shipsso', 'stupid', 'place', 'order', 'want', 'fund', 'removed', 'time', 'order', 'ship', 'bank', 'must', 'preauthorize', 'exact', 'amount', 'prior', 'transaction', 'processed', 'process', 'later', 'order', 'cancel', 'everytime', 'instant', 'transaction', 'delayed', 'way', 'split', 'transaction', 'amount', 'based', 'shipment', 'dumb', 'going', 'back', 'ebay']",Negative,-0.1765151515151515
1,new upgrade app absolutely horrible barely use crash constantly load anything beyond disappointed frustrated longer find anything app absolute garbage used amazon constantly cannot use,"['new', 'upgrade', 'app', 'absolutely', 'horrible', 'barely', 'use', 'crash', 'constantly', 'load', 'anything', 'beyond', 'disappointed', 'frustrated', 'longer', 'find', 'anything', 'app', 'absolute', 'garbage', 'used', 'amazon', 'constantly', 'cannot', 'use']",Negative,-0.25795454545454544
1,moved 2day delivery four day delivery without notifying anybody mo keep canceling prime membership keep increasing price prime membership cutting back delivery time kind negates whole point prime membership entire reason people shop amazon reliable repeat customer amazon customer amazon would nothing,"['moved', '2day', 'delivery', 'four', 'day', 'delivery', 'without', 'notifying', 'anybody', 'mo', 'keep', 'canceling', 'prime', 'membership', 'keep', 'increasing', 'price', 'prime', 'membership', 'cutting', 'back', 'delivery', 'time', 'kind', 'negates', 'whole', 'point', 'prime', 'membership', 'entire', 'reason', 'people', 'shop', 'amazon', 'reliable', 'repeat', 'customer', 'amazon', 'customer', 'amazon', 'would', 'nothing']",Postive,0.04
5,always great experience make shopping hour comfortable however reason around website take break probably reboots everything including sale item worth wait,"['always', 'great', 'experience', 'make', 'shopping', 'hour', 'comfortable', 'however', 'reason', 'around', 'website', 'take', 'break', 'probably', 'reboots', 'everything', 'including', 'sale', 'item', 'worth', 'wait']",Postive,0.5000000000000001
5,practical app always use since last update shortcutswhere wishlists shortcut go 😕 cannot find list started using website practical anymore update shortcut backfixed,"['practical', 'app', 'always', 'use', 'since', 'last', 'update', 'shortcutswhere', 'wishlists', 'shortcut', 'go', '😕', 'cannot', 'find', 'list', 'started', 'using', 'website', 'practical', 'anymore', 'update', 'shortcut', 'backfixed']",Neutral,0.0
2,multiple occasion scoured product look particular day delivery prime membership boast much needed item urgently given estimated delivery time day eg 1pm 7pm would set aside day wait item show update estimated delivery time passed tracking update next eta day may well buy ebay 2nd class post,"['multiple', 'occasion', 'scoured', 'product', 'look', 'particular', 'day', 'delivery', 'prime', 'membership', 'boast', 'much', 'needed', 'item', 'urgently', 'given', 'estimated', 'delivery', 'time', 'day', 'eg', '1pm', '7pm', 'would', 'set', 'aside', 'day', 'wait', 'item', 'show', 'update', 'estimated', 'delivery', 'time', 'passed', 'tracking', 'update', 'next', 'eta', 'day', 'may', 'well', 'buy', 'ebay', '2nd', 'class', 'post']",Postive,0.07333333333333333
1,amazon turned straight scam ordered espresso machine charged order disappeared even show order page like never happened customer service course completely useless used real marketplace scam,"['amazon', 'turned', 'straight', 'scam', 'ordered', 'espresso', 'machine', 'charged', 'order', 'disappeared', 'even', 'show', 'order', 'page', 'like', 'never', 'happened', 'customer', 'service', 'course', 'completely', 'useless', 'used', 'real', 'marketplace', 'scam']",Negative,-0.033333333333333326
1,ever since recent update app extremely slow slow opening slow searching slow pulling information like account order etc really frustrating considering app used fine rarely shop using app desktop using actual website,"['ever', 'since', 'recent', 'update', 'app', 'extremely', 'slow', 'slow', 'opening', 'slow', 'searching', 'slow', 'pulling', 'information', 'like', 'account', 'order', 'etc', 'really', 'frustrating', 'considering', 'app', 'used', 'fine', 'rarely', 'shop', 'using', 'app', 'desktop', 'using', 'actual', 'website']",Negative,-0.09814814814814815
1,layout still horrible everything spread unconvenient location forced ad getting worse causing app take longer open video app shouldnt integrated shopping app need get rid alexa button always way dont need wont ever use,"['layout', 'still', 'horrible', 'everything', 'spread', 'unconvenient', 'location', 'forced', 'ad', 'getting', 'worse', 'causing', 'app', 'take', 'longer', 'open', 'video', 'app', 'shouldnt', 'integrated', 'shopping', 'app', 'need', 'get', 'rid', 'alexa', 'button', 'always', 'way', 'dont', 'need', 'wont', 'ever', 'use']",Negative,-0.42500000000000004
3,somewhat good shopping app apps product way cheaper problem would add receiving defective product pay way spent need make every amazon store take merchandise back instead sending use many different location,"['somewhat', 'good', 'shopping', 'app', 'apps', 'product', 'way', 'cheaper', 'problem', 'would', 'add', 'receiving', 'defective', 'product', 'pay', 'way', 'spent', 'need', 'make', 'every', 'amazon', 'store', 'take', 'merchandise', 'back', 'instead', 'sending', 'use', 'many', 'different', 'location']",Postive,0.22000000000000003
3,way easier use picture come show blank square everything crash lot registry could easier navigate,"['way', 'easier', 'use', 'picture', 'come', 'show', 'blank', 'square', 'everything', 'crash', 'lot', 'registry', 'could', 'easier', 'navigate']",Neutral,0.0
1,amazon purchase never take le hour go severely inconvenienced anytime purchase something amazon expect paid shipped within reasonable time charge hour order thing get denied thought money spend amazon sucking hard,"['amazon', 'purchase', 'never', 'take', 'le', 'hour', 'go', 'severely', 'inconvenienced', 'anytime', 'purchase', 'something', 'amazon', 'expect', 'paid', 'shipped', 'within', 'reasonable', 'time', 'charge', 'hour', 'order', 'thing', 'get', 'denied', 'thought', 'money', 'spend', 'amazon', 'sucking', 'hard']",Negative,-0.04583333333333334
1,awful lord ring advert suddenly today every time run app modal choice video advert lord ring amazon app buy thing want inflicting advert cannot avoid use app whoever thought good idea need new job,"['awful', 'lord', 'ring', 'advert', 'suddenly', 'today', 'every', 'time', 'run', 'app', 'modal', 'choice', 'video', 'advert', 'lord', 'ring', 'amazon', 'app', 'buy', 'thing', 'want', 'inflicting', 'advert', 'cannot', 'avoid', 'use', 'app', 'whoever', 'thought', 'good', 'idea', 'need', 'new', 'job']",Negative,-0.04090909090909092
1,nothing fake product started shopping amazon thinking yes expensive come warehouse legit wrong could find fake product multiple report saying product fake amazon nothing even worse received email promoting product fake amazon seems happy promote con artist,"['nothing', 'fake', 'product', 'started', 'shopping', 'amazon', 'thinking', 'yes', 'expensive', 'come', 'warehouse', 'legit', 'wrong', 'could', 'find', 'fake', 'product', 'multiple', 'report', 'saying', 'product', 'fake', 'amazon', 'nothing', 'even', 'worse', 'received', 'email', 'promoting', 'product', 'fake', 'amazon', 'seems', 'happy', 'promote', 'con', 'artist']",Negative,-0.28888888888888886
2,would think company large amazon would put bit effort mobile app slowest jankiest app phone time another app accidentally click amazon ad cringe app slowly take screen struggle load,"['would', 'think', 'company', 'large', 'amazon', 'would', 'put', 'bit', 'effort', 'mobile', 'app', 'slowest', 'jankiest', 'app', 'phone', 'time', 'another', 'app', 'accidentally', 'click', 'amazon', 'ad', 'cringe', 'app', 'slowly', 'take', 'screen', 'struggle', 'load']",Negative,-0.042857142857142885
1,suddenly started receive notification spanish never changed setting randomly started happening way turn,"['suddenly', 'started', 'receive', 'notification', 'spanish', 'never', 'changed', 'setting', 'randomly', 'started', 'happening', 'way', 'turn']",Negative,-0.16666666666666666
4,love amazon like everyone else please update fix review past purchase feature suggested rate product service like year matter many time rated system seem register,"['love', 'amazon', 'like', 'everyone', 'else', 'please', 'update', 'fix', 'review', 'past', 'purchase', 'feature', 'suggested', 'rate', 'product', 'service', 'like', 'year', 'matter', 'many', 'time', 'rated', 'system', 'seem', 'register']",Postive,0.25
3,year app freezing list section whenever click item try delete press delete button many item different area finally register list view extremely laggy would benefit swipe delete function,"['year', 'app', 'freezing', 'list', 'section', 'whenever', 'click', 'item', 'try', 'delete', 'press', 'delete', 'button', 'many', 'item', 'different', 'area', 'finally', 'register', 'list', 'view', 'extremely', 'laggy', 'would', 'benefit', 'swipe', 'delete', 'function']",Postive,0.09375
5,changed review give app chance really happy amazon fast delivery professional team quick problem solving reasonable price order followup find anything think like come literally back matter thank,"['changed', 'review', 'give', 'app', 'chance', 'really', 'happy', 'amazon', 'fast', 'delivery', 'professional', 'team', 'quick', 'problem', 'solving', 'reasonable', 'price', 'order', 'followup', 'find', 'anything', 'think', 'like', 'come', 'literally', 'back', 'matter', 'thank']",Postive,0.2722222222222222
1,amazon horrible dont guarantee shipping parcel gone day day gave fake tracking number decided cancel order day thatthis company turned zero quality zero gurantee zero value zero responsibilty thing sell value price store faith amazon level anymore wont using definitely reccomend dont use theyre fired,"['amazon', 'horrible', 'dont', 'guarantee', 'shipping', 'parcel', 'gone', 'day', 'day', 'gave', 'fake', 'tracking', 'number', 'decided', 'cancel', 'order', 'day', 'thatthis', 'company', 'turned', 'zero', 'quality', 'zero', 'gurantee', 'zero', 'value', 'zero', 'responsibilty', 'thing', 'sell', 'value', 'price', 'store', 'faith', 'amazon', 'level', 'anymore', 'wont', 'using', 'definitely', 'reccomend', 'dont', 'use', 'theyre', 'fired']",Negative,-0.5
1,dodgy corrupt company clicked banner sign year worth prime day price rise realize next page agreed changed monthly option chance go back cheaper annual price cancelled prime free delivery locker netflix,"['dodgy', 'corrupt', 'company', 'clicked', 'banner', 'sign', 'year', 'worth', 'prime', 'day', 'price', 'rise', 'realize', 'next', 'page', 'agreed', 'changed', 'monthly', 'option', 'chance', 'go', 'back', 'cheaper', 'annual', 'price', 'cancelled', 'prime', 'free', 'delivery', 'locker', 'netflix']",Postive,0.04
1,hate amazon better appand company app absolutely go amazon get something everything run slow constant add buy somethings else get want buy want buy one thing done,"['hate', 'amazon', 'better', 'appand', 'company', 'app', 'absolutely', 'go', 'amazon', 'get', 'something', 'everything', 'run', 'slow', 'constant', 'add', 'buy', 'somethings', 'else', 'get', 'want', 'buy', 'want', 'buy', 'one', 'thing', 'done']",Negative,-0.08000000000000002
2,point shopping app let buy bad enough cannot buy book directly kindle app cannot buy amazon app either open amazon browser buy kindle book ridiculous,"['point', 'shopping', 'app', 'let', 'buy', 'bad', 'enough', 'cannot', 'buy', 'book', 'directly', 'kindle', 'app', 'cannot', 'buy', 'amazon', 'app', 'either', 'open', 'amazon', 'browser', 'buy', 'kindle', 'book', 'ridiculous']",Negative,-0.18666666666666662
1,know hell guy customer since app always fine way switch business account personal account reason app also suddenly decided never ordered anything history either personal business work fine desktop app broken,"['know', 'hell', 'guy', 'customer', 'since', 'app', 'always', 'fine', 'way', 'switch', 'business', 'account', 'personal', 'account', 'reason', 'app', 'also', 'suddenly', 'decided', 'never', 'ordered', 'anything', 'history', 'either', 'personal', 'business', 'work', 'fine', 'desktop', 'app', 'broken']",Postive,0.07222222222222223
1,stop showing full screen advert app start tap dismiss prime sale ad show tap get passed whatever behind like trying make harder people search buy stuff,"['stop', 'showing', 'full', 'screen', 'advert', 'app', 'start', 'tap', 'dismiss', 'prime', 'sale', 'ad', 'show', 'tap', 'get', 'passed', 'whatever', 'behind', 'like', 'trying', 'make', 'harder', 'people', 'search', 'buy', 'stuff']",Negative,-0.05000000000000002
1,literal garbage never sends single otp number despite required log back make new account cannot access old account whatever reason verify old number anymore smh also checked see old account number linked none asking code old number,"['literal', 'garbage', 'never', 'sends', 'single', 'otp', 'number', 'despite', 'required', 'log', 'back', 'make', 'new', 'account', 'cannot', 'access', 'old', 'account', 'whatever', 'reason', 'verify', 'old', 'number', 'anymore', 'smh', 'also', 'checked', 'see', 'old', 'account', 'number', 'linked', 'none', 'asking', 'code', 'old', 'number']",Postive,0.06641929499072355
4,great app good service understand new lord ring series big deal please keep prime video app one everytime app open ad pop annoying,"['great', 'app', 'good', 'service', 'understand', 'new', 'lord', 'ring', 'series', 'big', 'deal', 'please', 'keep', 'prime', 'video', 'app', 'one', 'everytime', 'app', 'open', 'ad', 'pop', 'annoying']",Postive,0.13939393939393938
1,well deserve le star amazon looking several laptop sale amazon private list shopping cart order decide one choose probably le couple day every single laptop listcart went 800900€ 9501000€ absolutely reason guess careful even checked turntable looking story finally decided close prime account,"['well', 'deserve', 'le', 'star', 'amazon', 'looking', 'several', 'laptop', 'sale', 'amazon', 'private', 'list', 'shopping', 'cart', 'order', 'decide', 'one', 'choose', 'probably', 'le', 'couple', 'day', 'every', 'single', 'laptop', 'listcart', 'went', '800900€', '9501000€', 'absolutely', 'reason', 'guess', 'careful', 'even', 'checked', 'turntable', 'looking', 'story', 'finally', 'decided', 'close', 'prime', 'account']",Postive,0.004761904761904763
1,amazon became horrible disabled ability review sent question seller unable fulfill promised day even day order c basically said nothing prime benefit shcarging back return like month luckily habit monitoring credit card bill got email said never return msg said mistake withdraw charge,"['amazon', 'became', 'horrible', 'disabled', 'ability', 'review', 'sent', 'question', 'seller', 'unable', 'fulfill', 'promised', 'day', 'even', 'day', 'order', 'c', 'basically', 'said', 'nothing', 'prime', 'benefit', 'shcarging', 'back', 'return', 'like', 'month', 'luckily', 'habit', 'monitoring', 'credit', 'card', 'bill', 'got', 'email', 'said', 'never', 'return', 'msg', 'said', 'mistake', 'withdraw', 'charge']",Negative,-0.2733333333333333
1,bought amazon prime made order amazon charged credit card order account blocked neither money order account blocked none support help worst customer service world feel like scammed money stolen,"['bought', 'amazon', 'prime', 'made', 'order', 'amazon', 'charged', 'credit', 'card', 'order', 'account', 'blocked', 'neither', 'money', 'order', 'account', 'blocked', 'none', 'support', 'help', 'worst', 'customer', 'service', 'world', 'feel', 'like', 'scammed', 'money', 'stolen']",Negative,-1.0
1,absolute rubbish app cannot accurately track purchase constantly freeze fit purpose old adage broke try fix,"['absolute', 'rubbish', 'app', 'cannot', 'accurately', 'track', 'purchase', 'constantly', 'freeze', 'fit', 'purpose', 'old', 'adage', 'broke', 'try', 'fix']",Postive,0.22000000000000003
3,use app lot advert opened annoying going buy something want think buy started buy ebay resellers platform,"['use', 'app', 'lot', 'advert', 'opened', 'annoying', 'going', 'buy', 'something', 'want', 'think', 'buy', 'started', 'buy', 'ebay', 'resellers', 'platform']",Negative,-0.8
